protein,0min,5min,15min,30min,60min,120min
IPI00896700.1_Mtap1b_1013,-0.60407797,1.244795502,-0.23274316,-0.568968528,1.241255416,-1.08026126
IPI00312414.4_Pkn2_957,1.145732563,-1.366077502,-0.37777084,-0.789929013,0.907442555,0.480602236
IPI00858102.1_Atn1_101,1.238256647,-0.363992531,-1.71958354,0.531989345,0.006395566,0.306934512
IPI00858102.1_Atn1_107,1.238256647,-0.363992531,-1.71958354,0.531989345,0.006395566,0.306934512
IPI00227720.3_Dek_33,-0.945319976,1.756790249,-0.73979542,0.32463579,-0.578182584,0.18187194
IPI00874321.1_Hnrnpc_261,0.532041389,-1.969862514,0.396815495,0.719192138,-0.073711885,0.395525377
IPI00169788.1_Prkar2a_97,-0.943860155,1.275179141,0.873065855,-0.998043613,-0.696223215,0.489881986
IPI00109311.3_Slc9a3r1_285,-0.973587971,0.215916792,1.355376924,0.827594539,-1.196285657,-0.229014628
IPI00262966.4_Zcchc6_884,-0.409344657,-1.014685668,-0.597783185,-0.022431717,1.845388292,0.198856936
IPI00262966.4_Zcchc6_891,-0.462457968,-0.966864056,-0.579435755,-0.030083486,1.86683401,0.172007255
IPI00877182.1_Capza1_9,0.445452541,-2.021359393,0.192460263,0.299689197,0.51396249,0.569794901
IPI00133689.7_Wdr75_781,-0.470797227,-0.352574972,-0.083227349,-0.500894174,-0.60118605,2.008679772
IPI00133689.7_Wdr75_778,-0.470797227,-0.352574972,-0.083227349,-0.500894174,-0.60118605,2.008679772
IPI00221566.3_Htatsf1_528,0.297909771,-0.008423198,-0.247103895,-0.719226355,-1.094018955,1.770862632
IPI00474486.4_Leo1_179,-0.158881877,-1.124095874,0.32825324,-1.076044981,0.577475132,1.45329436
IPI00881499.1_Golim4_356,0.624970565,-0.668507419,-1.285798059,0.157551902,-0.362231023,1.534014035
IPI00849284.3_Gcfc1_559,1.12612861,-1.111002255,-0.551945509,-0.998151774,0.863635504,0.671335423
IPI00387234.2_Srpk1_448,-0.735888806,0.202436829,1.032271835,-0.407946321,-1.306656942,1.215783405
IPI00387234.2_Srpk1_450,-0.969982164,1.209221895,0.338664586,0.986198117,-1.160487719,-0.403614716
IPI00858102.1_Atn1_103,0.260449566,-0.594161772,-1.376824265,0.29049032,-0.18184087,1.601887021
IPI00110280.4_Ppil4_182,-0.519945419,1.991795644,-0.106583334,-0.611983408,-0.161229148,-0.592054335
IPI00474486.4_Leo1_171,-0.334532727,-1.040334929,0.327003758,-1.001211658,0.478149852,1.570925704
IPI00830976.1_Nasp_466,1.488980961,-0.419403891,0.715506203,0.201969549,-1.193658602,-0.793394221
IPI00830976.1_Nasp_463,0.926696298,0.656485742,0.562408925,0.285887474,-1.637747094,-0.793731347
IPI00349069.4_B230208H17Rik_638,0.436214169,1.647449802,-0.133657457,-1.020951129,0.084948818,-1.014004203
IPI00349069.4_B230208H17Rik_637,0.479343696,1.490179745,0.034998828,-1.0414936,0.225574063,-1.188602732
IPI00415385.1_Bclaf1_198,-1.606421871,0.586347724,0.393288067,0.975443587,0.499710711,-0.848368217
IPI00474486.4_Leo1_255,-0.651649506,0.096053572,-0.470869448,-0.506876024,-0.439960426,1.973301831
IPI00135190.3_Ranbp3_148,-0.79901747,-0.618739338,0.161112324,-1.009277426,0.704630734,1.561291177
IPI00349296.6_Tanc1_1461,0.152437347,-0.022804732,-0.507987806,-1.555726449,0.504671643,1.429409996
IPI00349296.6_Tanc1_1463,0.264777682,0.13232751,-1.444097455,0.210188502,-0.684472834,1.521276596
IPI00474974.1_Dnmt1_599,-1.065084204,0.376942358,-0.00330008,0.538574536,-1.231570979,1.384438369
IPI00349296.6_Tanc1_1462,0.018527402,-0.783311117,-0.954745535,-0.695507145,1.01437213,1.400664266
IPI00229801.5_Trp53bp1_1123,-1.182404413,1.149452509,0.284869296,-0.694986364,-0.67801182,1.121080793
IPI00348442.1_Sfrs18_290,-1.164304936,-0.925633199,0.834437769,-0.595917513,1.031347582,0.820070297
IPI00113389.5_Fam129a_601,-1.095929216,-0.611217788,-0.885672868,0.433636258,0.832753605,1.326430009
IPI00229601.6_Fndc3b_260,-0.879165093,-0.214840928,1.673320744,-0.395346856,-0.869058119,0.685090251
IPI00467530.3_Ablim1_670,-1.938503582,0.337557366,0.819137403,0.607550383,0.278142742,-0.103884312
IPI00116331.1_Sgta_303,-1.052740647,-1.347302048,-0.07315186,0.780222785,0.725368528,0.967603241
IPI00116331.1_Sgta_307,-1.062261692,-1.35698378,-0.028457957,0.771701645,0.716817464,0.959184319
IPI00125534.4_Dok1_361,-1.019453835,0.363598517,0.515733089,-1.330029652,0.138051141,1.332100741
IPI00225230.1_Map4k5_400,-1.535864903,-0.979323041,0.395353368,0.620609052,0.65810617,0.841119354
IPI00676243.2_Mtap1a_2663,-1.827521784,-0.442102474,0.381528584,0.595309014,0.90046416,0.392322499
IPI00400215.3_Plec_4261,-1.679810984,-0.565348258,0.45356131,0.672858219,1.09526681,0.023472903
IPI00387422.3_Zyx_144,-2.014700964,0.224150022,0.685382908,0.27306856,0.405422952,0.426676521
IPI00828325.1_Pcm1_1768,0.812149364,0.695487276,0.631493742,-0.424181463,-1.808124685,0.093175766
IPI00110815.2_Aplf_131,0.387145735,0.609500132,1.013589989,0.417140798,-0.806762076,-1.620614578
IPI00130127.2_Gys1_657,-0.423623776,-0.582462867,0.453951787,0.227054536,1.60663422,-1.281553901
IPI00130127.2_Gys1_653,-0.462189637,-0.555062235,0.317995376,0.116278461,1.739541713,-1.156563679
IPI00752500.1_Git2_397,-0.179995757,-0.942708856,0.421379132,1.799144343,-0.724718522,-0.373100341
IPI00224200.1_Iws1_263,0.133646422,-0.816512479,0.415353423,0.804318504,-1.562991482,1.026185612
IPI00224200.1_Iws1_261,0.121205118,-0.816246387,0.399144579,0.782907653,-1.552742001,1.065731038
IPI00133374.5_Sqstm1_367,-0.390395935,-0.157686657,1.278323958,-1.158196659,-0.722937885,1.150893177
IPI00125662.2_Smarcc1_800,0.78695075,0.353646518,0.468940603,0.146751764,0.233593606,-1.989883241
IPI00229801.5_Trp53bp1_464,0.119296106,1.178990269,0.476022663,0.336226387,-0.338007391,-1.772528034
IPI00109375.1_Pvrl2_401,-0.777940111,0.299174362,-0.185680378,0.540479713,1.471065271,-1.347098857
IPI00123181.4_Myh9_1939,0.439842754,1.035281243,1.037954574,-0.721014587,-1.411673683,-0.380390301
IPI00875198.1_Samhd1_60,-1.629459287,-0.532012204,0.283712652,0.943005243,1.039736627,-0.104983031
IPI00110679.6_Snx7_8,-1.783396639,-0.551229139,0.877513539,0.641952275,0.38240811,0.432751853
IPI00750491.1_Rps6kc1_634,1.231175826,1.006083085,0.14830252,-0.742780878,-1.345280469,-0.297500085
IPI00466590.3_Fgfr1_462,-2.00981604,0.497059601,0.525057321,0.583209977,0.291537453,0.112951688
IPI00229884.1_Pak2_197,0.445060037,0.707372758,0.923144161,0.417037727,-1.536880703,-0.95573398
IPI00130127.2_Gys1_652,1.00378795,-0.421103206,1.255034829,-0.213150292,-0.150875653,-1.473693628
IPI00648562.1_Med1_1481,1.006934904,-0.963881362,1.389452636,-0.052307002,-0.982695971,-0.397503205
IPI00874991.1_Srsf2ip_529,-0.036168374,-0.453143506,1.880652467,-0.338577597,0.015702153,-1.068465143
IPI00672180.1_Adnp_708,-0.885833863,0.666155188,0.114618721,1.535002116,-0.279196258,-1.150745904
IPI00453860.2_Bms1_548,0.942524306,0.344268066,-0.871714237,0.286155386,-1.555916016,0.854682495
IPI00462445.2_Nedd4_215,-0.268261248,0.702248636,-1.842115063,0.050704153,0.921224266,0.436199256
IPI00857253.1_Atrx_1232,-1.396295922,0.713819386,-1.065017489,0.965243745,0.100518798,0.681731483
IPI00553798.2_Ahnak_4740,-1.399310432,0.480874372,0.188491855,1.393205918,0.222526248,-0.885787961
IPI00673693.1_Zc3h18_113,-0.764963315,1.393960522,-0.863705405,-0.322932192,-0.577319852,1.134960242
IPI00177200.1_Scarf2_690,-1.899690722,0.027110013,0.862668723,0.413204025,0.68401907,-0.087311109
IPI00466590.3_Fgfr1_460,-1.997046938,0.552309961,0.631589005,0.384573478,0.398837719,0.029736776
IPI00466590.3_Fgfr1_461,-2.017954125,0.418671498,0.551117652,0.442046194,0.489807661,0.116311119
IPI00471127.1_Cdc42ep1_113,-1.778527199,0.321267367,1.029820732,0.664261313,0.200816141,-0.437638354
IPI00377615.2_Phf3_249,0.746204827,-0.912474662,-1.036721333,1.186943849,-0.742580353,0.758627672
IPI00762331.2_Cobll1_550,-1.284808171,0.188181075,-1.181767337,0.495979014,0.687757147,1.094658272
IPI00403406.1_Epb4.1l2_595,1.116135401,1.037066179,-1.437088588,0.229609373,-0.711184532,-0.234537833
IPI00117237.1_Nr2f6_40,-0.15193607,-1.106056369,-0.757082198,1.588971511,0.744450134,-0.318347008
IPI00831671.1_Osbpl3_302,0.529281418,0.859951905,1.256805496,-0.815616645,-1.08889279,-0.741529384
IPI00229534.5_Marcks_140,0.642286755,0.511835888,0.067967032,0.46579824,0.313514772,-2.001402688
IPI00127707.1_Pcbp2_185,1.853732045,0.361077355,-0.412964124,-0.789313676,-0.758391843,-0.254139757
IPI00848818.1_Mtap4_847,1.285371401,0.647967843,0.365632089,-0.00758925,-0.855004194,-1.43637789
IPI00227299.6_Vim_419,1.237054668,0.84569308,0.225713449,-0.321079764,-1.552983889,-0.434397545
IPI00132973.1_Lsm12_75,0.815000846,0.76205035,0.997306742,-0.959645873,-0.289734347,-1.324977718
IPI00463493.1_Gbf1_1300,0.211107566,1.545103324,0.704906681,-0.72477872,-1.00683339,-0.72950546
IPI00875672.1_Vcan_2578,0.396399525,1.697279645,-0.075386552,-0.484194753,-1.289185601,-0.244912265
IPI00785231.1_Pnn_443,0.115146109,1.545398505,0.342846418,-0.153091217,-0.314535649,-1.535764166
IPI00169485.3_Rab11fip1_204,0.372296998,-1.420528913,-0.770334513,1.384816852,0.562048825,-0.128299249
IPI00665993.3_Luzp4_388,-0.159615597,0.786975808,1.532292919,-0.462934239,-1.268796564,-0.427922327
IPI00849047.1_NA_183,-0.634280813,-1.069450658,1.280320541,1.222728228,-0.389074195,-0.410243103
IPI00313817.1_Hdgf_206,0.325501579,0.704489558,-0.833676256,0.197886001,-1.536105865,1.141904982
IPI00130066.1_Snn_49,-0.105307457,-0.465320657,1.823579944,-0.664610063,-0.939214937,0.350873169
IPI00553798.2_Ahnak_5510,1.626514535,0.755792965,-0.810699636,-0.141272157,-0.511322788,-0.91901292
IPI00356904.7_Farp1_427,1.612403649,0.81176762,-0.236294032,-0.537902255,-0.693068241,-0.956906741
IPI00109311.3_Slc9a3r1_275,0.863631342,0.83140791,0.797801834,-0.206345995,-0.775956477,-1.510538613
IPI00654133.1_E130112L23Rik_959,1.849424834,0.289932091,-0.908933265,-0.115874154,-0.689317103,-0.425232403
IPI00109311.3_Slc9a3r1_297,1.8739372,-0.083220714,0.26526207,-0.694237201,-0.649768721,-0.711972635
IPI00469012.3_Tbc1d10b_664,1.249641942,0.966797576,0.229350654,-0.306541433,-0.883969431,-1.255279307
IPI00881976.1_Nmd3_468,0.013517032,1.146995753,1.097487957,-0.166656083,-0.68159629,-1.409748369
IPI00845638.1_Pds5b_1182,1.224114896,1.072510311,-0.387139401,0.138701531,-0.818407447,-1.229779889
IPI00458001.1_Atxn2l_556,1.48015003,0.782631173,-0.138911951,-0.620916689,-0.175986462,-1.326966102
IPI00131138.10_Flna_1084,0.719084048,0.697595695,0.424367751,0.341443309,-0.279465319,-1.903025484
IPI00116372.1_Mlf2_239,1.510655948,0.738986604,-0.023156181,-0.418949479,-1.329307942,-0.47822895
IPI00378438.6_Tns1_1468,1.38984929,0.947747942,-0.022640195,-0.304308814,-0.838555985,-1.172092239
IPI00113655.1_Rps6_236,-0.677100867,0.952941343,1.1268289,0.599067429,-0.975013644,-1.026723162
IPI00113655.1_Rps6_235,-0.885496298,0.710013116,0.628884172,1.2867677,-1.140655715,-0.599512974
IPI00229884.1_Pak2_2,1.113804838,0.756163277,0.736697785,-0.365566514,-1.116667187,-1.1244322
IPI00756424.3_Eif5b_114,0.25291173,1.285058398,0.646436032,-0.276591541,-0.257344376,-1.650470242
IPI00553798.2_Ahnak_893,0.468362988,0.559031144,0.549821672,0.181179749,0.258126464,-2.016522017
IPI00662157.3_Synpo_833,1.675066447,0.621861088,-0.990716382,-0.053488902,-0.487788669,-0.764933582
IPI00118248.1_Prrx1_67,0.072885642,-0.416340349,-0.67078897,0.235457964,-1.027063374,1.805849087
IPI00108338.1_Mcm3_681,1.055158836,0.264546547,1.002216669,0.015977847,-1.367788379,-0.97011152
IPI00310764.7_Arhgef2_151,1.833095537,0.04860939,-0.72185361,-0.541073675,-0.871581687,0.252804045
IPI00785240.1_Srrm2_2537,1.798987515,0.528895853,-0.435360973,-0.862523961,-0.61494408,-0.415054353
IPI00118821.2_Pafah1b2_2,0.987372968,0.560267531,0.735618562,0.213631993,-1.18849074,-1.308400314
IPI00816914.1_Dock7_1422,1.761653967,-0.442700734,-1.137495389,0.330907728,-0.544224829,0.031859257
IPI00337844.4_Ranbp2_2130,1.260348332,0.796342913,0.436419172,-0.266946723,-0.975722097,-1.250441598
IPI00881976.1_Nmd3_470,0.929830492,-1.067548854,-0.911025679,1.444695885,-0.209196063,-0.18675578
IPI00125861.2_Dlg1_710,0.290046319,1.826382651,-0.802850114,-0.826154711,-0.502853429,0.015429285
IPI00828809.1_Tcfe3_553,1.679484502,-0.107292001,-1.334741863,-0.478126383,-0.133352045,0.37402779
IPI00172219.3_1200011I18Rik_146,0.379220178,-1.020245307,-0.520041296,1.693609786,0.25080341,-0.78334677
IPI00857253.1_Atrx_1333,1.574718424,-0.526200809,-1.372790016,0.238188049,0.429295567,-0.343211215
IPI00556837.1_Smarcad1_124,0.818186231,0.056023618,-0.166715293,-0.478039971,1.307382362,-1.536836947
IPI00856504.1_Pdxdc1_730,-1.725510061,1.409884281,0.023309033,0.153644147,0.046136457,0.092536143
IPI00467123.2_Timeless_1165,0.541147741,1.523091981,0.240824982,-0.163390244,-1.138925965,-1.002748494
IPI00221566.3_Htatsf1_578,0.466781161,-2.007832908,0.54463053,0.187243689,0.618663067,0.190514462
IPI00754924.2_Dact3_165,-0.366220643,0.984725754,1.326602975,-0.297463206,-0.236254998,-1.411389881
IPI00114410.1_Pten_385,0.452260082,0.082210393,1.489458211,-1.119329993,-1.126156703,0.221558011
IPI00875672.1_Vcan_2281,1.701658685,-0.197501959,0.244880948,-0.853197661,-1.109801078,0.213961065
IPI00117124.1_Psen1_370,1.136800439,-0.026671119,-0.11002018,-1.099939915,1.163472316,-1.06364154
IPI00118139.2_Xrcc1_445,-0.366947557,-0.27097405,-1.155035733,1.854854913,0.056836762,-0.118734335
IPI00894741.1_Edc4_822,0.952637734,0.012105502,-1.162411633,-0.786581038,1.397124937,-0.412875503
IPI00605037.1_Srrm1_572,0.404803966,0.087775104,0.525260059,1.330589649,-1.063526833,-1.284901946
IPI00118895.1_Sntb2_75,-0.424178985,-0.090752373,1.104655517,0.967471381,0.070855742,-1.628051282
IPI00605037.1_Srrm1_574,-0.090909057,1.34188625,-0.780290329,1.075179909,-1.113050984,-0.43281579
IPI00471361.3_Stub1_20,1.04995294,0.496910252,0.727687808,-1.14106999,0.200305503,-1.333786513
IPI00111959.2_Ctps_571,1.284577993,0.917819542,-1.025379552,-1.146273971,0.250754683,-0.281498695
IPI00331295.4_G3bp2_227,1.005160469,1.12378863,-0.064172406,-0.215283296,-0.229774166,-1.61971923
IPI00323349.2_Tjp2_968,1.333530098,1.099569442,-1.2277105,-0.283347079,-0.462632259,-0.459409702
IPI00471271.1_Rsrc2_32,0.746064306,-0.54792179,-0.069352329,-0.368721439,1.529508285,-1.289577033
IPI00317298.2_Snw1_224,-0.464296564,1.409641009,0.442720245,0.169080583,0.04616998,-1.603315253
IPI00462466.6_Setd2_1387,1.281567106,-1.112345431,0.280959217,0.048050335,-1.22761173,0.729380503
IPI00462466.6_Setd2_1389,1.281567106,-1.112345431,0.280959217,0.048050335,-1.22761173,0.729380503
IPI00462466.6_Setd2_1391,1.281567106,-1.112345431,0.280959217,0.048050335,-1.22761173,0.729380503
IPI00654216.2_Oxr1_59,0.931185589,1.269672429,-0.350790364,-1.16926445,-0.972400648,0.291597444
IPI00719915.1_Raver1_576,-1.323850147,0.168958493,0.846992354,1.048692085,0.380381771,-1.121174557
IPI00317298.2_Snw1_232,1.03335903,0.991560098,-1.614297559,-0.377894999,0.299612137,-0.332338707
IPI00228647.2_Slc38a10_441,0.573412038,-0.278674333,-1.237510311,1.472205895,0.349517627,-0.878950915
IPI00857720.1_Dpy19l1_22,0.846250343,-0.016591454,0.610394191,-1.594277378,0.900941952,-0.746717654
IPI00377288.3_Arap1_232,1.163986521,-0.295577628,-1.717437455,0.015377634,0.055955387,0.777695541
IPI00785240.1_Srrm2_2351,1.148611669,1.105600497,-1.43991778,-0.599855188,-0.140061893,-0.074377305
IPI00314302.3_Cpsf2_423,0.731796683,-0.87849652,-0.764489374,-0.087998406,-0.640875789,1.640063407
IPI00314302.3_Cpsf2_419,0.731796683,-0.87849652,-0.764489374,-0.087998406,-0.640875789,1.640063407
IPI00314302.3_Cpsf2_420,0.731796683,-0.87849652,-0.764489374,-0.087998406,-0.640875789,1.640063407
IPI00329839.7_Ddx42_183,0.847951511,-1.115023024,-1.380198698,0.477132986,0.917097974,0.253039251
IPI00172202.1_Lsm14a_183,0.730494813,0.541157931,-0.060321335,-1.567307963,1.086303435,-0.730326881
IPI00119242.1_Fnbp4_65,0.590791139,-0.25300633,-1.716741114,1.272259512,0.141147042,-0.034450249
IPI00357096.3_Nipbl_2666,0.01148344,0.080363514,-1.550480336,1.548780565,-0.350553598,0.260406414
IPI00172202.1_Lsm14a_216,1.597090625,0.756846253,-0.099996704,-0.726447955,-1.057125617,-0.470366604
IPI00113655.1_Rps6_240,-0.821587822,0.052775708,1.51126634,0.855192541,-0.674947745,-0.922699022
IPI00224200.1_Iws1_386,1.266113486,-0.946021749,-0.737853565,-0.975012819,0.5603524,0.832422248
IPI00454140.5_Skiv2l_240,0.019812178,-0.439344566,-0.547439032,-0.42718156,-0.597639499,1.991792479
IPI00421052.1_Nipbl_2666,-0.743470886,0.730115961,-0.949125103,1.449508397,0.386434367,-0.873462736
IPI00848672.1_Srsf11_477,0.070728903,-0.564517404,-1.653933928,0.794978398,1.120146296,0.232597735
IPI00776341.2_Cask_571,1.097049238,1.027591657,-0.071453391,-0.807888279,-1.431155709,0.185856484
IPI00329839.7_Ddx42_109,-0.507234585,0.666814549,-0.884629644,1.729088539,-0.397837773,-0.606201087
IPI00605037.1_Srrm1_391,-0.829717082,-0.328695596,-1.05108236,1.525269387,0.860873641,-0.17664799
IPI00137668.1_Hdac2_394,0.167996551,-0.389813019,-0.495355405,-1.23161868,1.735535576,0.213254977
IPI00881442.1_Dis3l2_878,0.353656183,-0.869894249,-1.522494972,0.17872939,1.068691003,0.791312646
IPI00229990.7_Strn3_247,-0.312308791,0.36387009,1.692073144,-1.164141018,-0.727821836,0.148328411
IPI00848818.1_Mtap4_506,-0.477870561,0.830756911,-0.204257642,0.123509235,1.275929158,-1.548067101
IPI00329839.7_Ddx42_111,-0.608968811,0.642030498,-0.945457013,1.726513203,-0.48062205,-0.333495827
IPI00118248.1_Prrx1_72,-1.075821502,-0.694385685,0.643855649,0.936139149,1.107884462,-0.917672072
IPI00785240.1_Srrm2_2054,-0.343885637,1.419937837,0.717933724,0.301515749,-0.869404267,-1.226097406
IPI00131457.2_Gpr124_1104,-0.229978547,-0.895788997,-0.631065021,-0.371643354,1.883721098,0.244754821
IPI00474486.4_Leo1_10,0.015201345,-1.457395273,-0.809220157,0.172891134,1.163580619,0.914942333
IPI00474486.4_Leo1_14,0.015201345,-1.457395273,-0.809220157,0.172891134,1.163580619,0.914942333
IPI00130046.1_Plcd1_457,0.321674972,-1.232011791,0.767998651,-1.203225183,0.205968531,1.13959482
IPI00117124.1_Psen1_367,1.031760593,0.114715052,-0.436296207,-1.597549282,-0.183244033,1.070613876
IPI00857253.1_Atrx_1290,-0.775050777,-0.285928045,0.236377374,1.052640648,-1.364542273,1.136503073
IPI00785240.1_Srrm2_2052,-0.604070245,1.690435885,0.69362749,-0.53408906,-0.280156933,-0.965747137
IPI00875866.1_Dnajc5_8,-0.197608398,-0.097496885,-0.942198681,-0.795561205,0.190442603,1.842422565
IPI00894741.1_Edc4_673,-1.216138208,-1.278233975,0.451674067,0.539207873,1.113773931,0.389716312
IPI00356904.7_Farp1_24,-1.648620782,-0.436286454,0.19667076,-0.115889506,0.876896287,1.127229695
IPI00785231.1_Pnn_441,0.452177205,-0.119676313,-0.617273481,-1.325488571,-0.015477838,1.625738998
IPI00118248.1_Prrx1_74,-1.289075237,-0.811989807,0.51512893,1.163854654,0.907447844,-0.485366384
IPI00464223.6_Myof_174,0.389512991,-0.216472714,-0.263935895,-1.598704478,0.233029343,1.456570752
IPI00465585.1_Tacc2_2217,-0.278660891,-0.603274964,-1.341788655,0.798175747,-0.030472369,1.456021134
IPI00118248.1_Prrx1_71,-1.289263361,0.067745962,1.015316915,0.839934493,0.518609711,-1.15234372
IPI00465585.1_Tacc2_2213,-0.37440188,-0.776181018,-1.164653092,0.645269875,0.09668,1.573286115
IPI00665993.3_Luzp4_384,-0.419288068,0.450532633,-1.450915112,0.041488088,-0.195399723,1.573582183
IPI00380766.5_Rnf20_136,-1.434869613,0.216985773,-0.706572957,-0.003432628,0.446049731,1.481839694
IPI00380766.5_Rnf20_138,-1.062827977,-0.419512608,-0.676349256,0.849006963,-0.255792984,1.565475862
IPI00133174.3_Fam134c_320,-0.281791991,-1.061663066,-1.053240836,0.422013036,0.459910223,1.514772634
IPI00229859.1_Eif3b_84,-1.080403231,0.15458972,-0.593549311,-0.39841929,0.104827812,1.812954299
IPI00776052.1_Brd8_264,-0.161146769,-1.4845715,-0.552984447,-0.020692393,1.132079259,1.08731585
IPI00133102.1_Rrad_301,-0.705797569,0.031453891,-0.727096643,-0.103915979,-0.436511403,1.941867704
IPI00123709.1_Akap12_631,-0.481312542,0.330123227,-0.298654858,-0.714893845,-0.717781295,1.882519314
IPI00553798.2_Ahnak_219,-1.663651909,0.087422214,0.609715464,0.381187109,1.169093594,-0.583766472
IPI00828218.2_Son_317,-0.939660895,-0.696974041,-0.559447237,0.059403823,0.349987806,1.786690544
IPI00875198.1_Samhd1_55,-1.756424129,-0.507575495,0.681843983,0.078833278,0.583991223,0.919331139
IPI00459443.5_Tnks1bp1_1065,-1.329083405,-0.814940517,-0.370528758,0.375187314,1.107827747,1.031537619
IPI00380722.1_Bat2_1106,-1.501184721,-0.965271811,0.194065502,0.949606328,0.647224025,0.675560677
IPI00469392.2_Rtn4_167,-0.116995308,-1.664417862,-0.213700371,0.15077069,0.449505923,1.394836927
IPI00761240.4_6330577E15Rik_54,-0.045082887,-0.832753184,-1.039611966,-0.043494846,0.17450732,1.786435563
IPI00468380.4_Dclk1_332,-1.218827154,-0.828803489,-0.34354554,0.130608335,0.868196562,1.392371287
IPI00553798.2_Ahnak_5567,-1.035949173,0.943561587,1.073102986,0.243958632,-1.345658831,0.120984799
IPI00224729.1_Hnrnph1_107,-1.336941938,-1.08627089,1.199607056,0.157279602,0.52128674,0.54503943
IPI00318938.6_Eif4ebp1_99,-1.805430344,-0.561121321,0.705473603,0.482374947,0.605398767,0.573304348
IPI00318938.6_Eif4ebp1_100,-1.591145522,-0.898108874,0.895957059,0.524114194,0.45507635,0.614106793
IPI00471055.1_Parg_307,-1.530803554,-0.960189838,0.614853503,0.288984433,0.876003149,0.711152307
IPI00462445.2_Nedd4_309,-1.39811168,-0.812058501,-0.228711791,0.3387731,1.132333809,0.967775062
IPI00229534.5_Marcks_143,1.600457731,0.613428122,-0.366534095,-0.27295385,-0.233111616,-1.341286292
IPI00312101.1_Sh3kbp1_550,1.729352044,0.690938082,-0.432860665,-0.536568312,-0.771109505,-0.679751644
IPI00470003.3_Parva_8,1.344525265,0.39374906,0.253524815,0.114631715,-0.4444163,-1.662014555
IPI00120886.3_Ybx1_172,1.007037689,0.86353472,0.464541905,-0.974239915,0.077603275,-1.438477674
IPI00310764.7_Arhgef2_955,-0.739036882,-0.391458911,1.929915692,0.00267935,-0.044453882,-0.757645367
IPI00323820.4_Mcm2_27,1.198063749,1.004540327,0.170481794,-0.451431347,-1.448838342,-0.472816182
IPI00553798.2_Ahnak_5504,0.374348534,1.079072611,0.637100505,0.177527825,-0.548350733,-1.719698743
IPI00116372.1_Mlf2_237,1.523692228,0.841502094,-0.16965791,-0.361084676,-1.170665886,-0.66378585
IPI00468380.4_Dclk1_334,0.71588804,0.776058272,0.337725995,0.679152017,-1.539746894,-0.96907743
IPI00515654.2_Eef1d_133,0.981313487,0.743242416,0.585054103,-0.088143087,-0.533195838,-1.688271081
IPI00473314.3_Lig1_67,0.508570959,0.466481344,0.541263818,0.118680464,0.382520925,-2.01751751
IPI00553798.2_Ahnak_5512,1.708887416,-0.881730949,-1.029720336,-0.259533891,0.046922085,0.415175675
IPI00752108.1_Ctnnd1_269,1.583811683,-0.612424062,-1.073555833,-0.760986578,0.353039109,0.510115681
IPI00135475.3_Dbn1_142,0.688605954,1.016303678,0.160120857,0.208577171,-0.23871825,-1.83488941
IPI00229534.5_Marcks_27,-1.077945952,-0.300209703,1.072598669,0.863116358,0.642369781,-1.199929152
IPI00848818.1_Mtap4_1046,1.546226878,0.746410022,-1.043617908,-0.949687854,-0.239692223,-0.059638914
IPI00556700.2_Eif3j_16,0.655536515,1.148206922,0.523396317,-0.89843851,0.043990877,-1.472692121
IPI00468380.4_Dclk1_337,1.465224425,0.840803067,0.173624572,-0.853875298,-0.993642395,-0.632134371
IPI00400215.3_Plec_21,1.38998126,0.976556015,-0.245586051,-0.486700524,-1.307896611,-0.326354089
IPI00471361.3_Stub1_15,0.402916483,1.312054345,0.220024655,0.414648636,-1.435027386,-0.914616732
IPI00323820.4_Mcm2_12,0.911725568,0.6211374,0.628586936,0.314722266,-0.904125853,-1.572046316
IPI00229300.2_Epb4.1l3_486,1.214552288,1.070614158,0.306489482,-0.697260493,-0.992876118,-0.901519317
IPI00130131.1_Casp7_16,1.293003483,1.009283687,-0.195792278,-1.263336675,-0.821376791,-0.021781427
IPI00654120.1_Dtx3l_9,1.51984548,0.584538747,0.109088947,-0.987112925,-0.060861324,-1.165498925
IPI00459443.5_Tnks1bp1_533,1.368171878,-0.4054023,0.510779283,0.442329045,-1.537555271,-0.378322634
IPI00453800.4_Zfp828_532,-1.041735567,0.67294508,1.196566541,0.621057672,-0.179032492,-1.269801234
IPI00876092.1_Zc3h14_515,0.636969169,0.467341045,0.442318504,0.462257661,-0.017345785,-1.991540596
IPI00331612.3_Hmga2_44,1.211181189,0.538460842,0.365182829,-0.571402964,0.120523503,-1.663945398
IPI00331315.9_Igf2bp3_165,1.469163043,0.720555079,0.200568522,-0.603023055,-0.492795027,-1.294468562
IPI00115257.1_Psip1_115,1.64468523,-0.540658332,0.282664884,-0.229934595,0.196504015,-1.353261202
IPI00970419.1_Fnbp1l_295,1.872206547,0.222471051,-0.414618572,-0.964947421,-0.149439381,-0.565672223
IPI00553798.2_Ahnak_5607,1.372028662,1.180830559,-0.389707933,-0.745742468,-0.781672077,-0.635736742
IPI00553798.2_Ahnak_5623,0.40472528,1.198108171,0.77777334,-0.016459314,-1.160448082,-1.203699394
IPI00453578.2_Irf2bp1_453,1.63854429,0.358690407,-1.100008172,-0.28806385,-0.899550017,0.290387342
IPI00468380.4_Dclk1_352,1.846792346,0.166760831,-0.778328902,0.087890645,-0.852229516,-0.470885403
